order_id,customer_name,age,country,city,category,product_price,quantity,discount_percent,payment_method,order_status,order_date,rating,total_amount
ORD0442,Customer_442,49.0,Japan,Sydney,Clothing,6474.65,8,0.0,Cash,Returned,2023-08-09,4,51797.2
ORD0443,Customer_443,42.0,USA,Paris,Toys,5349.99,5,0.0,Net Banking,Delivered,2023-08-10,4,26749.95
ORD0444,Customer_444,57.0,Germany,London,Books,515.32,3,5.0,UPI,Delivered,2023-08-10,,1468.66
ORD0445,Customer_445,62.0,India,Dubai,Clothing,9688.04,6,20.0,Cash,Cancelled,2023-08-11,4,46502.59
ORD0446,Customer_446,18.0,France,New York,Home,8007.27,4,5.0,UPI,Delivered,2023-08-11,3,30427.63
ORD0447,Customer_447,33.0,Brazil,São Paulo,Clothing,2998.94,9,5.0,Credit Card,Cancelled,2023-08-12,5,25640.94
ORD0448,Customer_448,56.0,India,Dubai,Books,9801.71,3,25.0,Credit Card,Returned,2023-08-12,3,22053.85
ORD0449,Customer_449,22.0,Brazil,São Paulo,Beauty,6058.63,4,25.0,Credit Card,Returned,2023-08-13,5,18175.89
ORD0450,Customer_450,39.0,Japan,Mumbai,Home,5865.98,7,0.0,UPI,Pending,2023-08-13,4,41061.86
ORD0451,Customer_451,46.0,Australia,Dubai,Clothing,7505.92,7,5.0,Cash,Delivered,2023-08-14,4,49914.37
ORD0452,Customer_452,20.0,Canada,London,Food,8136.52,4,0.0,Credit Card,Delivered,2023-08-14,2,32546.08
ORD0453,Customer_453,29.0,UK,Tokyo,Food,6599.14,6,25.0,Cash,Delivered,2023-08-15,4,29696.13
ORD0454,Customer_454,43.0,India,Sydney,Clothing,1368.15,3,20.0,UPI,Delivered,2023-08-15,,3283.56
ORD0455,Customer_455,33.0,France,Paris,Beauty,3448.85,6,15.0,Cash,Delivered,2023-08-16,5,17589.13
ORD0456,Customer_456,54.0,USA,Paris,Sports,9288.03,2,0.0,UPI,Delivered,2023-08-16,3,18576.06
ORD0457,Customer_457,39.0,France,Sydney,Books,2323.69,8,20.0,UPI,Pending,2023-08-17,3,14871.62
ORD0458,Customer_458,46.0,Japan,Toronto,Food,3784.45,2,15.0,Net Banking,Delivered,2023-08-17,5,6433.56
ORD0459,Customer_459,31.0,Brazil,Mumbai,Sports,4377.56,7,10.0,UPI,Delivered,2023-08-18,5,27578.63
ORD0460,Customer_460,45.0,USA,São Paulo,Clothing,4450.11,9,0.0,UPI,Delivered,2023-08-18,2,40050.99
ORD0461,Customer_461,22.0,UK,London,Toys,6168.1,1,0.0,Debit Card,Delivered,2023-08-19,4,6168.1
ORD0462,Customer_462,64.0,UK,Berlin,Sports,9436.45,8,10.0,Credit Card,Delivered,2023-08-19,4,67942.44
ORD0463,Customer_463,47.0,India,Dubai,Home,2482.86,7,10.0,Net Banking,Delivered,2023-08-20,5,15642.02
ORD0464,Customer_464,63.0,Japan,Mumbai,Electronics,1302.86,6,0.0,Net Banking,Delivered,2023-08-20,2,7817.16
ORD0465,Customer_465,22.0,Australia,Dubai,Food,2054.96,6,10.0,Net Banking,Delivered,2023-08-21,3,11096.78
ORD0466,Customer_466,29.0,Japan,London,Clothing,8880.56,6,5.0,Debit Card,Returned,2023-08-21,5,50619.19
ORD0467,Customer_467,33.0,Brazil,New York,Toys,6493.53,9,15.0,UPI,Returned,2023-08-22,2,49675.5
ORD0468,Customer_468,43.0,France,New York,Books,2930.48,2,15.0,Credit Card,Cancelled,2023-08-22,4,4981.82
ORD0469,Customer_469,43.0,UK,Mumbai,Toys,8177.87,1,15.0,Cash,Delivered,2023-08-23,4,6951.19
ORD0470,Customer_470,38.0,France,Tokyo,Beauty,8627.56,6,5.0,UPI,Returned,2023-08-23,4,49177.09
ORD0471,Customer_471,56.0,France,London,Home,8480.49,8,10.0,Debit Card,Returned,2023-08-24,4,61059.53
ORD0472,Customer_472,53.0,France,London,Clothing,9197.37,3,20.0,UPI,Delivered,2023-08-24,4,22073.69
ORD0473,Customer_473,50.0,UK,Sydney,Books,2597.19,1,10.0,UPI,Cancelled,2023-08-25,3,2337.47
ORD0474,Customer_474,47.0,UAE,Tokyo,Beauty,7574.92,9,0.0,Debit Card,Delivered,2023-08-25,4,68174.28
ORD0475,Customer_475,54.0,Germany,São Paulo,Beauty,4659.34,1,25.0,Net Banking,Returned,2023-08-26,5,3494.5
ORD0476,Customer_476,40.0,Brazil,São Paulo,Clothing,8435.79,3,15.0,Net Banking,Pending,2023-08-26,5,21511.26
ORD0477,Customer_477,27.0,UAE,Berlin,Home,7312.06,8,10.0,Credit Card,Delivered,2023-08-27,3,52646.83
ORD0478,Customer_478,22.0,Brazil,Paris,Sports,7786.83,3,20.0,Credit Card,Returned,2023-08-27,3,18688.39
ORD0479,Customer_479,53.0,USA,New York,Sports,6596.0,4,0.0,Net Banking,Delivered,2023-08-28,3,26384.0
ORD0480,Customer_480,51.0,Japan,São Paulo,Beauty,1856.54,8,5.0,Cash,Pending,2023-08-28,4,14109.7
ORD0481,Customer_481,48.0,Japan,Tokyo,Sports,5495.77,1,5.0,UPI,Delivered,2023-08-29,4,5220.98
ORD0482,Customer_482,27.0,Canada,London,Electronics,9848.23,6,20.0,Cash,Returned,2023-08-29,5,47271.5
ORD0483,Customer_483,36.0,Japan,São Paulo,Beauty,9380.14,1,0.0,UPI,Delivered,2023-08-30,2,9380.14
ORD0484,Customer_484,49.0,UK,London,Beauty,527.42,1,15.0,Net Banking,Delivered,2023-08-30,1,448.31
ORD0485,Customer_485,18.0,Australia,São Paulo,Books,1731.67,8,10.0,Credit Card,Delivered,2023-08-31,4,12468.02
ORD0486,Customer_486,22.0,India,New York,Sports,1404.11,4,0.0,Credit Card,Pending,2023-08-31,5,5616.44
ORD0487,Customer_487,62.0,Canada,Dubai,Home,7287.2,1,5.0,Cash,Returned,2023-09-01,3,6922.84
ORD0488,Customer_488,21.0,India,São Paulo,Beauty,8196.07,7,20.0,Credit Card,Returned,2023-09-01,5,45897.99
ORD0489,Customer_489,33.0,Brazil,Tokyo,Toys,2213.76,5,20.0,Net Banking,Pending,2023-09-02,3,8855.04
ORD0490,Customer_490,41.0,India,São Paulo,Home,5107.94,5,10.0,Cash,Delivered,2023-09-02,5,22985.73
ORD0491,Customer_491,33.0,India,Paris,Electronics,8422.96,1,20.0,UPI,Delivered,2023-09-03,5,6738.37
ORD0492,Customer_492,19.0,Canada,New York,Books,7354.74,6,20.0,Credit Card,Delivered,2023-09-03,4,35302.75
ORD0493,Customer_493,45.0,USA,Tokyo,Clothing,5468.15,9,0.0,Debit Card,Delivered,2023-09-04,3,49213.35
ORD0494,Customer_494,49.0,France,Sydney,Home,5944.44,9,15.0,Credit Card,Delivered,2023-09-04,4,45474.97
ORD0495,Customer_495,44.0,Japan,Tokyo,Beauty,5132.77,8,10.0,UPI,Delivered,2023-09-05,3,36955.94
ORD0496,Customer_496,37.0,Japan,Paris,Electronics,3045.73,5,0.0,Cash,Delivered,2023-09-05,5,15228.65
ORD0497,Customer_497,41.0,UK,Dubai,Food,5693.72,1,15.0,UPI,Delivered,2023-09-06,5,4839.66
ORD0498,Customer_498,29.0,Canada,New York,Electronics,6919.96,9,0.0,Debit Card,Delivered,2023-09-06,5,62279.64
ORD0499,Customer_499,52.0,UK,Sydney,Electronics,8745.9,1,25.0,Net Banking,Delivered,2023-09-07,5,6559.42
ORD0500,Customer_500,50.0,Australia,Paris,Books,6399.28,8,0.0,Credit Card,Pending,2023-09-07,4,51194.24
ORD0201,Customer_201,56.0,Australia,Mumbai,Toys,5017.99,2,15.0,UPI,Delivered,2023-04-11,2,8530.58
ORD0140,Customer_140,44.0,France,Mumbai,Electronics,3581.06,9,10.0,Cash,Pending,2023-03-11,5,29006.59
ORD0488,Customer_488,21.0,India,São Paulo,Beauty,8196.07,7,20.0,Credit Card,Returned,2023-09-01,5,45897.99
ORD0364,Customer_364,39.0,Brazil,New York,Home,290.0,6,25.0,Net Banking,Delivered,2023-07-01,5,1305.0
ORD0213,Customer_213,18.0,France,São Paulo,Beauty,5826.03,3,10.0,UPI,Delivered,2023-04-17,4,15730.28
ORD0304,Customer_304,38.0,USA,New York,Electronics,9235.3,2,10.0,Cash,Delivered,2023-06-01,4,16623.54
ORD0446,Customer_446,18.0,France,New York,Home,8007.27,4,5.0,UPI,Delivered,2023-08-11,3,30427.63
ORD0108,Customer_108,50.0,Germany,Toronto,Books,2451.69,5,25.0,UPI,Delivered,2023-02-23,2,9193.84
ORD0139,Customer_139,,UAE,New York,Food,9350.92,6,10.0,UPI,Delivered,2023-03-11,4,50494.97
ORD0116,Customer_116,25.0,Australia,Dubai,Electronics,3859.88,7,0.0,Net Banking,Delivered,2023-02-27,4,27019.16
